+----------------------------------------------------------------------------------------------------+
|INVENTORY RECORD                                                                                    |
|                                                                                                    |
|COMPANY: SUPERMARKET EXAMPLE INC.                                                                   |
|                                                                                                    |
|INST. EST.: 987.654.321            C.N.P.J. : 98.765.432/0001-99                                    |
|                                                                                                    |
+----------+-----------------------------------------+--+--------------------------------------------+
|          |                                         |  |VALUES                                      |
|SKU       |PRODUCT                                  |UN|QUANTITY    |UNIT PRICE    |TOTAL           |
|628       |Flour                                    |PC|         803.|         35.20|      28265.60|
|629       |Corn                                     |PC|         733.|         39.00|      28587.00|
|630       |Grapes                                   |PC|         559.|         10.84|       6059.56|
|631       |Ice Cream                                |PC|         941.|         15.83|      14896.03|
|632       |Whiskey                                  |PC|         270.|         47.28|      12765.60|
|633       |Milk                                     |PC|         442.|         39.88|      17626.96|
|634       |Whiskey                                  |PC|         781.|          2.06|       1608.86|
|635       |Potato Chips                             |PC|         528.|         21.27|      11230.56|
|636       |Watermelon                               |PC|         293.|          6.51|       1907.43|
|637       |Chicken Breast                           |PC|         994.|         38.97|      38736.18|
|638       |Toothpaste                               |PC|         889.|         35.18|      31275.02|
|639       |Toilet Paper                             |PC|         264.|         22.28|       5881.92|
|640       |Onion                                    |PC|         317.|         39.75|      12600.75|
|641       |Frozen Pizza                             |PC|         120.|         12.59|       1510.80|
|642       |Jam                                      |PC|         657.|         40.81|      26812.17|
|643       |Apple                                    |PC|         766.|          4.98|       3814.68|
|644       |Beer                                     |PC|         659.|         35.77|      23572.43|
|645       |Cucumber                                 |PC|         480.|         12.53|       6014.40|
|646       |Eggplant                                 |PC|         443.|         49.23|      21808.89|
|647       |Rice                                     |PC|         853.|          7.25|       6184.25|
|648       |Lentils                                  |PC|         231.|         48.16|      11124.96|
|649       |Peas                                     |PC|          67.|         10.10|        676.70|
|650       |Paper Towels                             |PC|         680.|         44.74|      30423.20|
|651       |Soap                                     |PC|         480.|          3.66|       1756.80|
|652       |Soap                                     |PC|         250.|         11.63|       2907.50|
|653       |Grapes                                   |PC|         581.|         23.38|      13583.78|
|654       |Watermelon                               |PC|          76.|         46.99|       3571.24|
|655       |Eggplant                                 |PC|         593.|          9.36|       5550.48|
|656       |Peanut Butter                            |PC|         762.|         38.91|      29649.42|
|657       |Banana                                   |PC|         592.|         19.36|      11461.12|
|658       |Eggplant                                 |PC|          26.|         31.68|        823.68|
|659       |Jam                                      |PC|         456.|         34.82|      15877.92|
|660       |Lemon                                    |PC|         264.|         28.54|       7534.56|
|661       |Apple                                    |PC|         486.|          4.06|       1973.16|
|662       |Soap                                     |PC|         995.|         19.25|      19153.75|
|663       |Oil                                      |PC|         426.|          6.71|       2858.46|
|664       |Banana                                   |PC|         708.|         19.92|      14103.36|
|665       |Carrot                                   |PC|         494.|         11.15|       5508.10|
|666       |Lemon                                    |PC|         837.|         17.21|      14404.77|
|667       |Chickpeas                                |PC|         120.|         23.55|       2826.00|
|668       |Shampoo                                  |PC|         799.|          0.79|        631.21|
|669       |Ketchup                                  |PC|         771.|         41.83|      32250.93|
|670       |Lettuce                                  |PC|         450.|         26.75|      12037.50|
|671       |Carrot                                   |PC|          46.|          3.06|        140.76|
|672       |Chicken Breast                           |PC|         789.|         18.55|      14635.95|
|673       |Beer                                     |PC|         666.|         34.34|      22870.44|
|674       |Tuna Can                                 |PC|         586.|         14.90|       8731.40|
|675       |Chicken Breast                           |PC|         105.|         23.76|       2494.80|
|676       |Yogurt                                   |PC|         607.|         42.53|      25815.71|
|677       |Broccoli                                 |PC|         295.|          1.32|        389.40|
|678       |Chocolate                                |PC|         623.|         14.88|       9270.24|
|679       |Lettuce                                  |PC|         811.|         27.33|      22164.63|
|680       |Salmon                                   |PC|         935.|          6.56|       6133.60|
|681       |Mushrooms                                |PC|         250.|         19.32|       4830.00|
|682       |Salmon                                   |PC|         112.|         42.34|       4742.08|
|683       |Tomato Sauce                             |PC|          21.|         29.47|        618.87|
|684       |Beer                                     |PC|         117.|          3.92|        458.64|
|685       |Cereal                                   |PC|         173.|         37.88|       6553.24|
|686       |Green Beans                              |PC|         391.|          6.91|       2701.81|
|687       |Orange                                   |PC|         105.|          9.15|        960.75|
|688       |Whiskey                                  |PC|         696.|         12.06|       8393.76|
|689       |Sugar                                    |PC|         823.|         10.79|       8880.17|
|690       |Peanut Butter                            |PC|         669.|         33.85|      22645.65|
|691       |Broccoli                                 |PC|         439.|         33.84|      14855.76|
|692       |Frozen Vegetables                        |PC|          70.|         39.73|       2781.10|
|693       |Salmon                                   |PC|         488.|         14.26|       6958.88|
|694       |Oil                                      |PC|         132.|          6.81|        898.92|
|695       |Green Beans                              |PC|         410.|         42.36|      17367.60|
|696       |Cauliflower                              |PC|         230.|         16.05|       3691.50|
|697       |Ketchup                                  |PC|         147.|         16.96|       2493.12|
|698       |Flour                                    |PC|         242.|         41.35|      10006.70|
|699       |Green Beans                              |PC|         467.|         46.72|      21818.24|
|700       |Cucumber                                 |PC|         204.|         15.84|       3231.36|
|701       |Bread                                    |PC|          74.|         15.88|       1175.12|
|702       |Sugar                                    |PC|         405.|          8.98|       3636.90|
|703       |Cookies                                  |PC|         930.|          2.07|       1925.10|
|704       |Frozen Pizza                             |PC|         322.|         28.60|       9209.20|
|705       |Ice Cream                                |PC|         465.|         16.58|       7709.70|
|706       |Carrot                                   |PC|         803.|          2.95|       2368.85|
|707       |Candy                                    |PC|         249.|          4.00|        996.00|
|708       |Coffee                                   |PC|         237.|         39.73|       9416.01|
|709       |Avocado                                  |PC|         251.|          3.38|        848.38|
|710       |Bread                                    |PC|         289.|          2.69|        777.41|
|711       |Oatmeal                                  |PC|         544.|         22.54|      12261.76|
|712       |Coffee                                   |PC|         993.|         13.56|      13465.08|
|713       |Frozen Pizza                             |PC|         370.|         27.03|      10001.10|
|714       |Soft Drinks                              |PC|         107.|         32.67|       3495.69|
|715       |Toothpaste                               |PC|         901.|          8.64|       7784.64|
|716       |Coffee                                   |PC|         440.|         48.09|      21159.60|
|717       |Whiskey                                  |PC|         382.|         28.47|      10875.54|
|718       |Chocolate                                |PC|         259.|         19.63|       5084.17|
|719       |Pepper                                   |PC|         546.|         42.14|      23008.44|
|720       |Beans                                    |PC|         594.|         36.69|      21793.86|
|721       |Grapes                                   |PC|         288.|         38.51|      11090.88|
|722       |Flour                                    |PC|         331.|         41.97|      13892.07|
|723       |Sugar                                    |PC|         752.|         28.90|      21732.80|
|724       |Soft Drinks                              |PC|         205.|         12.30|       2521.50|
|725       |Toothpaste                               |PC|         293.|         49.30|      14444.90|
|726       |Chickpeas                                |PC|         892.|          1.09|        972.28|
|727       |Strawberry                               |PC|         453.|         39.97|      18106.41|
|728       |Honey                                    |PC|         224.|         31.65|       7089.60|
|729       |Flour                                    |PC|         634.|         23.00|      14582.00|
|730       |Ketchup                                  |PC|         345.|          9.07|       3129.15|
|731       |Salt                                     |PC|         901.|         26.74|      24092.74|
|732       |Candy                                    |PC|         562.|         42.90|      24109.80|
|733       |Tomato Sauce                             |PC|         922.|          5.05|       4656.10|
|734       |Garlic                                   |PC|         944.|          2.84|       2680.96|
|735       |Green Beans                              |PC|         797.|          2.98|       2375.06|
|736       |Peanut Butter                            |PC|         209.|         47.08|       9839.72|
|737       |Frozen Pizza                             |PC|         416.|         18.74|       7795.84|
|738       |Onion                                    |PC|         136.|         41.85|       5691.60|
|739       |Juice                                    |PC|         795.|         25.37|      20169.15|
|740       |Frozen Vegetables                        |PC|         645.|         46.91|      30256.95|
|741       |Peas                                     |PC|         246.|         48.49|      11928.54|
|742       |Pepper                                   |PC|         593.|         43.96|      26068.28|
|743       |Toothpaste                               |PC|         218.|         27.65|       6027.70|
|744       |Toothpaste                               |PC|         518.|         43.98|      22781.64|
|745       |Wine                                     |PC|         999.|         30.80|      30769.20|
|746       |Eggplant                                 |PC|         625.|         30.88|      19300.00|
|747       |Peanut Butter                            |PC|          68.|         22.39|       1522.52|
|748       |Onion                                    |PC|          62.|          5.76|        357.12|
|749       |Chocolate                                |PC|         958.|         22.62|      21669.96|
|750       |Pasta                                    |PC|         827.|         43.79|      36214.33|
|751       |Zucchini                                 |PC|          96.|         21.12|       2027.52|
|752       |Onion                                    |PC|         258.|         12.47|       3217.26|
|753       |Frozen Pizza                             |PC|         146.|         44.52|       6499.92|
|754       |Beer                                     |PC|         510.|         15.99|       8154.90|
|755       |Sardines                                 |PC|         352.|         41.98|      14776.96|
|756       |Potato Chips                             |PC|         515.|          3.58|       1843.70|
|757       |Lemon                                    |PC|         378.|         39.57|      14957.46|
|758       |Tea                                      |PC|         745.|         11.42|       8507.90|
|759       |Jam                                      |PC|         814.|          9.58|       7798.12|
|760       |Eggs                                     |PC|         115.|         33.75|       3881.25|
|761       |Olive Oil                                |PC|         191.|         40.68|       7769.88|
|762       |Soap                                     |PC|         694.|          7.45|       5170.30|
|763       |Frozen Vegetables                        |PC|         357.|         35.79|      12777.03|
|764       |Soap                                     |PC|         784.|         16.52|      12951.68|
|765       |Jam                                      |PC|         342.|         40.22|      13755.24|
|766       |Apple                                    |PC|         532.|         35.38|      18822.16|
|767       |Tuna Can                                 |PC|         309.|         34.95|      10799.55|
|768       |Honey                                    |PC|         488.|         33.73|      16460.24|
|769       |Green Beans                              |PC|         584.|         23.78|      13887.52|
|770       |Bread                                    |PC|         340.|         49.27|      16751.80|
|771       |Onion                                    |PC|         439.|         19.69|       8643.91|
|772       |Milk                                     |PC|         310.|          6.55|       2030.50|
|773       |Jam                                      |PC|         983.|         21.13|      20770.79|
|774       |Paper Towels                             |PC|         773.|         11.45|       8850.85|
|775       |Juice                                    |PC|         321.|         38.20|      12262.20|
|776       |Sugar                                    |PC|         267.|         34.49|       9208.83|
|777       |Pork Chop                                |PC|         830.|         12.78|      10607.40|
|778       |Broccoli                                 |PC|         207.|         43.58|       9021.06|
|779       |Butter                                   |PC|         324.|         49.83|      16144.92|
|780       |Lentils                                  |PC|         807.|         15.50|      12508.50|
|781       |Orange                                   |PC|         401.|         47.93|      19219.93|
|782       |Soft Drinks                              |PC|         227.|          3.64|        826.28|
|783       |Grapes                                   |PC|         812.|         27.59|      22403.08|
|784       |Lime                                     |PC|         806.|          4.19|       3377.14|
|785       |Salmon                                   |PC|         779.|         21.86|      17028.94|
|786       |Soft Drinks                              |PC|         647.|         19.95|      12907.65|
|787       |Pepper                                   |PC|         894.|         34.88|      31182.72|
|788       |Ketchup                                  |PC|         216.|         36.75|       7938.00|
|789       |Peas                                     |PC|         582.|         38.92|      22651.44|
|790       |Strawberry                               |PC|         265.|         45.12|      11956.80|
|791       |Chocolate                                |PC|         258.|         19.02|       4907.16|
|792       |Lentils                                  |PC|         508.|         36.16|      18369.28|
|793       |Juice                                    |PC|          24.|         47.74|       1145.76|
|794       |Corn                                     |PC|          82.|         43.82|       3593.24|
|795       |Chicken Breast                           |PC|         168.|         24.26|       4075.68|
|796       |Vinegar                                  |PC|         310.|          8.27|       2563.70|
|797       |Chicken Breast                           |PC|         316.|         10.75|       3397.00|
|798       |Corn                                     |PC|         683.|         29.66|      20257.78|
|799       |Cucumber                                 |PC|         776.|          4.01|       3111.76|
|800       |Eggplant                                 |PC|         348.|          5.05|       1757.40|
|801       |Peanut Butter                            |PC|          85.|         45.72|       3886.20|
|802       |Ketchup                                  |PC|         781.|          5.85|       4568.85|
|803       |Frozen Vegetables                        |PC|         628.|          2.44|       1532.32|
|804       |Candy                                    |PC|         898.|         49.78|      44702.44|
|805       |Pasta                                    |PC|          79.|         24.39|       1926.81|
|806       |Soy Sauce                                |PC|         629.|         42.91|      26990.39|
|807       |Oil                                      |PC|         648.|         21.93|      14210.64|
|808       |Onion                                    |PC|         353.|         14.32|       5054.96|
|809       |Peanut Butter                            |PC|         625.|         36.69|      22931.25|
|810       |Sugar                                    |PC|         743.|         48.60|      36109.80|
|811       |Chickpeas                                |PC|         488.|         13.92|       6792.96|
|812       |Chicken Breast                           |PC|         810.|         33.54|      27167.40|
|813       |Vinegar                                  |PC|         500.|          2.36|       1180.00|
|814       |Pork Chop                                |PC|         776.|         28.66|      22240.16|
|815       |Ketchup                                  |PC|         417.|         33.08|      13794.36|
|816       |Milk                                     |PC|         805.|          5.33|       4290.65|
|817       |Lentils                                  |PC|         772.|         47.73|      36847.56|
|818       |Mushrooms                                |PC|         972.|         13.71|      13326.12|
|819       |Whiskey                                  |PC|         314.|          7.45|       2339.30|
|820       |Toilet Paper                             |PC|         217.|         26.24|       5694.08|
|821       |Sardines                                 |PC|         727.|         13.52|       9829.04|
|822       |Cookies                                  |PC|         911.|         31.59|      28778.49|
|823       |Salmon                                   |PC|         933.|         27.81|      25946.73|
|824       |Green Beans                              |PC|         438.|         18.92|       8286.96|
|825       |Tea                                      |PC|         925.|         16.48|      15244.00|
|826       |Juice                                    |PC|         742.|          4.50|       3339.00|
|827       |Vinegar                                  |PC|         587.|          5.57|       3269.59|
|828       |Lentils                                  |PC|         777.|         22.56|      17529.12|
|829       |Grapes                                   |PC|         173.|          4.88|        844.24|
|830       |Carrot                                   |PC|          88.|         26.50|       2332.00|
|831       |Soy Sauce                                |PC|         690.|         36.12|      24922.80|
|832       |Chickpeas                                |PC|         346.|         41.52|      14365.92|
|833       |Pasta                                    |PC|         641.|         11.01|       7057.41|
|834       |Mayonnaise                               |PC|         220.|          9.07|       1995.40|
|835       |Butter                                   |PC|         583.|         42.49|      24771.67|
|836       |Pepper                                   |PC|         665.|         36.28|      24126.20|
|837       |Pepper                                   |PC|         532.|         22.05|      11730.60|
|838       |Mushrooms                                |PC|         459.|         33.55|      15399.45|
|839       |Soy Sauce                                |PC|          50.|         23.72|       1186.00|
|840       |Lentils                                  |PC|         351.|         25.64|       8999.64|
|841       |Watermelon                               |PC|         904.|         32.56|      29434.24|
|842       |Lentils                                  |PC|         724.|         27.96|      20243.04|
|843       |Milk                                     |PC|          42.|         32.09|       1347.78|
|844       |Peas                                     |PC|         473.|         11.01|       5207.73|
|845       |Toilet Paper                             |PC|         438.|         35.98|      15759.24|
|846       |Chocolate                                |PC|         374.|         39.24|      14675.76|
|847       |Sugar                                    |PC|         284.|         18.20|       5168.80|
|848       |Pasta                                    |PC|         936.|         43.05|      40294.80|
|849       |Olive Oil                                |PC|         290.|          1.08|        313.20|
|850       |Honey                                    |PC|         714.|         12.74|       9096.36|
|851       |Mayonnaise                               |PC|          68.|         34.04|       2314.72|
|852       |Tea                                      |PC|         400.|         17.65|       7060.00|
|853       |Ice Cream                                |PC|         625.|          9.41|       5881.25|
|854       |Eggs                                     |PC|         694.|          3.50|       2429.00|
|855       |Corn                                     |PC|         791.|         21.98|      17386.18|
|856       |Ground Beef                              |PC|         549.|         33.12|      18182.88|
|857       |Toothpaste                               |PC|         851.|         39.07|      33248.57|
|858       |Wine                                     |PC|         923.|         29.49|      27219.27|
|859       |Pasta                                    |PC|         963.|         31.77|      30594.51|
|860       |Cereal                                   |PC|         776.|         40.47|      31404.72|
|861       |Carrot                                   |PC|         884.|         29.83|      26369.72|
|862       |Pork Chop                                |PC|         642.|         38.59|      24774.78|
|863       |Tomato                                   |PC|         773.|          7.89|       6098.97|
|864       |Flour                                    |PC|         416.|         18.64|       7754.24|
|865       |Cucumber                                 |PC|         591.|         19.51|      11530.41|
|866       |Peanut Butter                            |PC|          72.|         13.99|       1007.28|
|867       |Pork Chop                                |PC|         303.|         26.19|       7935.57|
|868       |Oil                                      |PC|         871.|         13.63|      11871.73|
|869       |Honey                                    |PC|         196.|          2.45|        480.20|
|870       |Chickpeas                                |PC|         322.|          7.37|       2373.14|
|871       |Peanut Butter                            |PC|         915.|         49.35|      45155.25|
|872       |Beans                                    |PC|         335.|         25.72|       8616.20|
|873       |Tuna Can                                 |PC|         587.|         39.22|      23022.14|
|874       |Mayonnaise                               |PC|         383.|         37.53|      14373.99|
|875       |Eggplant                                 |PC|         981.|         27.54|      27016.74|
|876       |Sardines                                 |PC|         584.|         31.51|      18401.84|
|877       |Pork Chop                                |PC|         352.|         46.50|      16368.00|
|878       |Potato Chips                             |PC|         248.|         29.97|       7432.56|
|879       |Flour                                    |PC|         878.|          0.99|        869.22|
|880       |Toothpaste                               |PC|         326.|         10.29|       3354.54|
|881       |Ground Beef                              |PC|         361.|         12.99|       4689.39|
|882       |Toothpaste                               |PC|         642.|         28.04|      18001.68|
|883       |Pork Chop                                |PC|         590.|         27.51|      16230.90|
|884       |Eggplant                                 |PC|         453.|          9.56|       4330.68|
|885       |Whiskey                                  |PC|         226.|         36.67|       8287.42|
|886       |Green Beans                              |PC|          68.|         35.42|       2408.56|
|887       |Oil                                      |PC|         593.|         45.96|      27254.28|
|888       |Toothpaste                               |PC|         642.|         37.76|      24241.92|
|889       |Oatmeal                                  |PC|          62.|         46.34|       2873.08|
|890       |Watermelon                               |PC|          36.|         19.30|        694.80|
|891       |Carrot                                   |PC|         595.|         34.18|      20337.10|
|892       |Pork Chop                                |PC|         480.|         38.40|      18432.00|
|893       |Yogurt                                   |PC|         481.|         47.52|      22857.12|
|894       |Salmon                                   |PC|         442.|         42.95|      18983.90|
|895       |Cereal                                   |PC|         596.|         31.24|      18619.04|
|896       |Zucchini                                 |PC|         310.|         11.63|       3605.30|
|897       |Bread                                    |PC|         754.|         38.32|      28893.28|
|898       |Oil                                      |PC|          87.|         33.51|       2915.37|
|899       |Banana                                   |PC|         554.|          6.10|       3379.40|
|900       |Garlic                                   |PC|         659.|         38.57|      25417.63|
|901       |Mustard                                  |PC|         632.|         10.33|       6528.56|
|902       |Soy Sauce                                |PC|         566.|         43.19|      24445.54|
|903       |Beans                                    |PC|         655.|         44.54|      29173.70|
|904       |Salmon                                   |PC|         715.|         31.00|      22165.00|
|905       |Green Beans                              |PC|         909.|         44.09|      40077.81|
|906       |Banana                                   |PC|         956.|          2.02|       1931.12|
|907       |Eggplant                                 |PC|         686.|         22.18|      15215.48|
|908       |Lettuce                                  |PC|         593.|         33.50|      19865.50|
|909       |Chicken Breast                           |PC|         552.|         28.46|      15709.92|
|910       |Beans                                    |PC|          63.|         32.78|       2065.14|
|911       |Tuna Can                                 |PC|         582.|          7.70|       4481.40|
|912       |Pasta                                    |PC|         907.|         36.63|      33223.41|
|913       |Ketchup                                  |PC|         299.|         12.36|       3695.64|
|914       |Potato Chips                             |PC|         392.|          2.51|        983.92|
|915       |Onion                                    |PC|         980.|          8.61|       8437.80|
|916       |Green Beans                              |PC|         518.|         27.77|      14384.86|
|917       |Cookies                                  |PC|         337.|          9.55|       3218.35|
|918       |Corn                                     |PC|         611.|         38.80|      23706.80|
|919       |Candy                                    |PC|         937.|         33.76|      31633.12|
|920       |Beans                                    |PC|         884.|         42.09|      37207.56|
|921       |Pasta                                    |PC|         550.|         30.18|      16599.00|
|922       |Chicken Breast                           |PC|         959.|         26.54|      25451.86|
|923       |Sugar                                    |PC|         196.|         17.80|       3488.80|
|924       |Candy                                    |PC|          55.|         29.05|       1597.75|
|925       |Lentils                                  |PC|         469.|          7.01|       3287.69|
|926       |Soft Drinks                              |PC|         731.|         26.05|      19042.55|
|927       |Pepper                                   |PC|         747.|         12.44|       9292.68|
|928       |Mayonnaise                               |PC|         646.|         24.01|      15510.46|
|929       |Jam                                      |PC|         893.|         25.37|      22655.41|
|930       |Chicken Breast                           |PC|         453.|         47.04|      21309.12|
|931       |Ice Cream                                |PC|         693.|          4.71|       3264.03|
|932       |Candy                                    |PC|         377.|         12.34|       4652.18|
|933       |Peas                                     |PC|         289.|         28.43|       8216.27|
|934       |Strawberry                               |PC|          26.|         36.36|        945.36|
|935       |Pasta                                    |PC|         413.|         46.48|      19196.24|
|936       |Avocado                                  |PC|         992.|         16.79|      16655.68|
|937       |Eggs                                     |PC|         796.|         17.95|      14288.20|
|938       |Jam                                      |PC|         516.|         15.18|       7832.88|
|939       |Tuna Can                                 |PC|         832.|         11.66|       9701.12|
|940       |Cereal                                   |PC|         538.|         38.68|      20809.84|
|941       |Beans                                    |PC|          77.|         13.93|       1072.61|
|942       |Beer                                     |PC|         447.|          0.86|        384.42|
|943       |Yogurt                                   |PC|         252.|         35.52|       8951.04|
|944       |Lentils                                  |PC|          80.|         31.07|       2485.60|
|945       |Soft Drinks                              |PC|         549.|         34.25|      18803.25|
|946       |Wine                                     |PC|         671.|          3.29|       2207.59|
|947       |Olive Oil                                |PC|         511.|         25.98|      13275.78|
|948       |Mayonnaise                               |PC|         770.|         32.18|      24778.60|
|949       |Peas                                     |PC|         886.|         33.36|      29556.96|
|950       |Frozen Pizza                             |PC|         532.|         21.05|      11198.60|
|951       |Onion                                    |PC|         257.|         19.10|       4908.70|
|952       |Pork Chop                                |PC|         850.|         31.78|      27013.00|
|953       |Green Beans                              |PC|         518.|         34.25|      17741.50|
|954       |Eggplant                                 |PC|         827.|         46.28|      38273.56|
|955       |Cereal                                   |PC|         826.|          3.30|       2725.80|
|956       |Cauliflower                              |PC|         134.|         49.98|       6697.32|
|957       |Mustard                                  |PC|         628.|         15.65|       9828.20|
|958       |Ice Cream                                |PC|         966.|         30.95|      29897.70|
|959       |Candy                                    |PC|         584.|          3.60|       2102.40|
|960       |Tea                                      |PC|         354.|         16.67|       5901.18|
|961       |Soy Sauce                                |PC|         912.|         48.64|      44359.68|
|962       |Corn                                     |PC|         137.|         45.50|       6233.50|
|963       |Eggs                                     |PC|         619.|         33.35|      20643.65|
|964       |Vinegar                                  |PC|         485.|         42.05|      20394.25|
|965       |Tuna Can                                 |PC|         269.|         20.57|       5533.33|
|966       |Corn                                     |PC|         407.|         20.76|       8449.32|
|967       |Ketchup                                  |PC|         387.|         24.36|       9427.32|
|968       |Beans                                    |PC|         599.|         37.56|      22498.44|
|969       |Cookies                                  |PC|         249.|         35.38|       8809.62|
|970       |Chocolate                                |PC|         548.|         42.27|      23163.96|
|971       |Yogurt                                   |PC|         113.|         45.90|       5186.70|
|972       |Lentils                                  |PC|         496.|         29.17|      14468.32|
|973       |Rice                                     |PC|         386.|         36.15|      13953.90|
|974       |Chocolate                                |PC|         331.|          4.64|       1535.84|
|975       |Jam                                      |PC|         967.|         26.18|      25316.06|
|976       |Carrot                                   |PC|         298.|         40.94|      12200.12|
|977       |Soft Drinks                              |PC|         835.|         33.31|      27813.85|
|978       |Grapes                                   |PC|         908.|          7.54|       6846.32|
|979       |Lemon                                    |PC|         551.|         31.08|      17125.08|
|980       |Tuna Can                                 |PC|         379.|          4.80|       1819.20|
|981       |Bread                                    |PC|         455.|         15.75|       7166.25|
|982       |Jam                                      |PC|         387.|         38.00|      14706.00|
|983       |Chickpeas                                |PC|         601.|         11.02|       6623.02|
|984       |Oil                                      |PC|          55.|         36.33|       1998.15|
|985       |Apple                                    |PC|         723.|         10.20|       7374.60|
|986       |Ground Beef                              |PC|         114.|         44.98|       5127.72|
|987       |Frozen Pizza                             |PC|         633.|         18.77|      11881.41|
|988       |Whiskey                                  |PC|         920.|         40.20|      36984.00|
|989       |Beer                                     |PC|         450.|         32.43|      14593.50|
|990       |Cookies                                  |PC|         981.|         34.77|      34109.37|
|991       |Sardines                                 |PC|         990.|         31.06|      30749.40|
|992       |Garlic                                   |PC|         164.|         28.60|       4690.40|
|993       |Cauliflower                              |PC|         220.|         48.13|      10588.60|
|994       |Cauliflower                              |PC|         425.|         17.26|       7335.50|
|995       |Broccoli                                 |PC|          62.|         21.85|       1354.70|
|996       |Peas                                     |PC|         298.|          7.63|       2273.74|
|997       |Salt                                     |PC|         291.|         41.32|      12024.12|
|998       |Cauliflower                              |PC|         948.|          1.04|        985.92|
|999       |Salmon                                   |PC|         528.|         20.43|      10787.04|
|1000      |Chocolate                                |PC|          28.|         28.50|        798.00|
|1001      |Whiskey                                  |PC|         410.|         10.10|       4141.00|
|1002      |Oatmeal                                  |PC|         476.|          6.09|       2898.84|
|1003      |Honey                                    |PC|         258.|         30.24|       7801.92|
|1004      |Watermelon                               |PC|         319.|         12.70|       4051.30|
|1005      |Orange                                   |PC|          16.|         47.47|        759.52|
|1006      |Lettuce                                  |PC|         526.|         43.52|      22891.52|
|1007      |Toothpaste                               |PC|         650.|         44.12|      28678.00|
|1008      |Candy                                    |PC|         639.|         44.00|      28116.00|
|1009      |Zucchini                                 |PC|         434.|         27.61|      11982.74|
|1010      |Grapes                                   |PC|         966.|         49.60|      47913.60|
|1011      |Eggs                                     |PC|         150.|         24.70|       3705.00|
|1012      |Tuna Can                                 |PC|         568.|          7.31|       4152.08|
|1013      |Flour                                    |PC|         831.|         45.99|      38217.69|
|1014      |Cookies                                  |PC|         530.|         10.67|       5655.10|
|1015      |Toothpaste                               |PC|         372.|         46.54|      17312.88|
|1016      |Chocolate                                |PC|         787.|         39.80|      31322.60|
|1017      |Zucchini                                 |PC|         290.|         10.10|       2929.00|
|1018      |Banana                                   |PC|         298.|          3.24|        965.52|
|1019      |Olive Oil                                |PC|         378.|         12.50|       4725.00|
|1020      |Flour                                    |PC|         747.|         15.22|      11369.34|
|1021      |Pork Chop                                |PC|         782.|         29.10|      22756.20|
|1022      |Rice                                     |PC|         883.|         31.01|      27381.83|
|1023      |Grapes                                   |PC|         883.|          2.19|       1933.77|
|1024      |Cauliflower                              |PC|         387.|         24.27|       9392.49|
|1025      |Salmon                                   |PC|         535.|          3.02|       1615.70|
|1026      |Olive Oil                                |PC|         569.|         20.09|      11431.21|
|1027      |Lentils                                  |PC|         295.|         42.06|      12407.70|
|1028      |Grapes                                   |PC|          68.|         25.51|       1734.68|
|1029      |Coffee                                   |PC|         943.|         27.54|      25970.22|
|1030      |Garlic                                   |PC|         625.|         44.55|      27843.75|
|1031      |Eggs                                     |PC|         161.|         38.59|       6212.99|
|1032      |Orange                                   |PC|         153.|         31.46|       4813.38|
|1033      |Cookies                                  |PC|         221.|         30.48|       6736.08|
|1034      |Salmon                                   |PC|         504.|          2.54|       1280.16|
|1035      |Carrot                                   |PC|         518.|         47.55|      24630.90|
|1036      |Vinegar                                  |PC|         863.|         13.08|      11288.04|
|1037      |Orange                                   |PC|         385.|         32.61|      12554.85|
|1038      |Tea                                      |PC|         130.|         37.74|       4906.20|
|1039      |Beer                                     |PC|         462.|         32.35|      14945.70|
|1040      |Jam                                      |PC|         127.|         19.11|       2426.97|
|1041      |Chicken Breast                           |PC|         859.|         22.51|      19336.09|
|1042      |Soap                                     |PC|         173.|         21.46|       3712.58|
|1043      |Pepper                                   |PC|         184.|          6.96|       1280.64|
|1044      |Onion                                    |PC|         442.|         43.16|      19076.72|
|1045      |Pork Chop                                |PC|         438.|         38.61|      16911.18|
|1046      |Pepper                                   |PC|         249.|         47.82|      11907.18|
|1047      |Sugar                                    |PC|         538.|         34.40|      18507.20|
|1048      |Strawberry                               |PC|         132.|         26.57|       3507.24|
|1049      |Mayonnaise                               |PC|         547.|         14.28|       7811.16|
|1050      |Cauliflower                              |PC|         549.|         14.96|       8213.04|
|1051      |Whiskey                                  |PC|          94.|          7.27|        683.38|
|1052      |Paper Towels                             |PC|         796.|         27.19|      21643.24|
|1053      |Soap                                     |PC|         610.|         34.38|      20971.80|
|1054      |Orange                                   |PC|         837.|         47.71|      39933.27|
|1055      |Honey                                    |PC|         966.|          5.48|       5293.68|
|1056      |Cookies                                  |PC|          30.|          9.01|        270.30|
|1057      |Tomato Sauce                             |PC|         663.|          9.09|       6026.67|
|1058      |Green Beans                              |PC|         837.|         46.30|      38753.10|
|1059      |Tomato                                   |PC|         448.|          4.43|       1984.64|
|1060      |Pasta                                    |PC|         485.|         23.72|      11504.20|
|1061      |Yogurt                                   |PC|         655.|         17.68|      11580.40|
|1062      |Soap                                     |PC|         898.|         14.08|      12643.84|
|1063      |Cucumber                                 |PC|         562.|         39.98|      22468.76|
|1064      |Pasta                                    |PC|         893.|         30.26|      27022.18|
|1065      |Cereal                                   |PC|         418.|          9.94|       4154.92|
